P_net_W,T_in_ref_blk_K,p_high_Pa,PR,T_cold_set_K,delta,load,T_HTF_in_K,T_amb_input_K
57314034.68,1087.82,24586128.75,2.86,836.37,29.33,0.92,1053.48,288.04
57314034.68,1087.82,24586128.75,2.86,836.37,29.33,0.75,1048.52,273.24
57314034.68,1087.82,24586128.75,2.86,836.37,29.33,0.63,1058.43,283.46
34207706.83,1061.76,24944641.12,2.91,836.55,43.49,0.56,1006.37,310.74
34207706.83,1061.76,24944641.12,2.91,836.55,43.49,0.94,1014.37,296.38
34207706.83,1061.76,24944641.12,2.91,836.55,43.49,0.76,1008.51,311.79
34207706.83,1061.76,24944641.12,2.91,836.55,43.49,1.02,1013.19,270.19
34207706.83,1061.76,24944641.12,2.91,836.55,43.49,0.81,998.74,287.52
34207706.83,1061.76,24944641.12,2.91,836.55,43.49,0.69,1016.51,299.45
34207706.83,1061.76,24944641.12,2.91,836.55,43.49,0.86,1001.47,268.48
34207706.83,1061.76,24944641.12,2.91,836.55,43.49,0.63,1005.53,282.4
148857708.88,1048.44,24215108.18,2.95,821.03,34.47,0.95,1012.55,299.16
148857708.88,1048.44,24215108.18,2.95,821.03,34.47,1.04,1006.69,280.98
148857708.88,1048.44,24215108.18,2.95,821.03,34.47,0.82,999.64,291.56
148857708.88,1048.44,24215108.18,2.95,821.03,34.47,0.74,994.13,268.5
148857708.88,1048.44,24215108.18,2.95,821.03,34.47,0.57,1002.56,289.57
148857708.88,1048.44,24215108.18,2.95,821.03,34.47,0.87,996.81,312.59
148857708.88,1048.44,24215108.18,2.95,821.03,34.47,0.71,1006.1,275.57
148857708.88,1048.44,24215108.18,2.95,821.03,34.47,0.62,1010.48,309.75
31126934.36,1161.84,24971722.84,2.74,831.88,68.06,0.6,1091.13,264.58
31126934.36,1161.84,24971722.84,2.74,831.88,68.06,0.83,1077.61,279.23
31126934.36,1161.84,24971722.84,2.74,831.88,68.06,0.99,1083.28,315.97
31126934.36,1161.84,24971722.84,2.74,831.88,68.06,0.91,1084.3,273.64
31126934.36,1161.84,24971722.84,2.74,831.88,68.06,0.71,1091.43,289.34
31126934.36,1161.84,24971722.84,2.74,831.88,68.06,0.92,1074.32,300.27
31126934.36,1161.84,24971722.84,2.74,831.88,68.06,0.54,1088.7,297.46
31126934.36,1161.84,24971722.84,2.74,831.88,68.06,0.7,1079.93,308.86
62337713.25,1214.01,24518153.96,2.76,834.61,95.65,0.57,1099.64,314.36
62337713.25,1214.01,24518153.96,2.76,834.61,95.65,0.87,1106.27,287.59
62337713.25,1214.01,24518153.96,2.76,834.61,95.65,0.66,1115.17,268.57
62337713.25,1214.01,24518153.96,2.76,834.61,95.65,0.54,1117.07,297.62
62337713.25,1214.01,24518153.96,2.76,834.61,95.65,0.78,1110.52,306.52
62337713.25,1214.01,24518153.96,2.76,834.61,95.65,1.0,1104.38,291.55
62337713.25,1214.01,24518153.96,2.76,834.61,95.65,0.94,1111.93,282.87
62337713.25,1214.01,24518153.96,2.76,834.61,95.65,0.74,1102.49,276.82
88972281.25,1155.42,24675989.95,2.96,825.75,51.36,1.04,1092.14,270.94
88972281.25,1155.42,24675989.95,2.96,825.75,51.36,0.96,1090.75,303.65
88972281.25,1155.42,24675989.95,2.96,825.75,51.36,0.5,1095.98,318.07
88972281.25,1155.42,24675989.95,2.96,825.75,51.36,0.8,1101.82,308.74
88972281.25,1155.42,24675989.95,2.96,825.75,51.36,0.69,1098.07,281.58
88972281.25,1155.42,24675989.95,2.96,825.75,51.36,0.75,1086.02,263.65
88972281.25,1155.42,24675989.95,2.96,825.75,51.36,0.9,1099.89,292.31
88972281.25,1155.42,24675989.95,2.96,825.75,51.36,0.63,1086.58,285.59
99608113.0,1253.31,24965344.41,2.8,844.95,41.53,0.59,1203.88,308.35
99608113.0,1253.31,24965344.41,2.8,844.95,41.53,0.65,1210.7,294.33
99608113.0,1253.31,24965344.41,2.8,844.95,41.53,0.94,1206.35,298.63
99608113.0,1253.31,24965344.41,2.8,844.95,41.53,1.02,1193.34,266.59
99608113.0,1253.31,24965344.41,2.8,844.95,41.53,0.53,1197.7,285.02
99608113.0,1253.31,24965344.41,2.8,844.95,41.53,0.78,1195.9,277.54
99608113.0,1253.31,24965344.41,2.8,844.95,41.53,0.89,1200.09,316.56
99608113.0,1253.31,24965344.41,2.8,844.95,41.53,0.74,1207.71,270.06
131213241.21,1255.36,24474898.8,2.84,804.32,52.08,1.01,1194.78,272.81
131213241.21,1255.36,24474898.8,2.84,804.32,52.08,0.71,1202.82,279.97
131213241.21,1255.36,24474898.8,2.84,804.32,52.08,0.62,1190.87,287.0
131213241.21,1255.36,24474898.8,2.84,804.32,52.08,0.55,1183.91,304.94
131213241.21,1255.36,24474898.8,2.84,804.32,52.08,0.64,1196.11,301.66
131213241.21,1255.36,24474898.8,2.84,804.32,52.08,0.85,1189.14,263.34
131213241.21,1255.36,24474898.8,2.84,804.32,52.08,0.96,1186.09,313.62
131213241.21,1255.36,24474898.8,2.84,804.32,52.08,0.8,1198.51,292.45
18905094.7,1177.53,24553124.47,2.85,829.64,65.84,0.96,1108.36,274.63
18905094.7,1177.53,24553124.47,2.85,829.64,65.84,0.85,1099.5,316.42
18905094.7,1177.53,24553124.47,2.85,829.64,65.84,0.78,1102.14,287.53
18905094.7,1177.53,24553124.47,2.85,829.64,65.84,0.74,1094.24,297.6
18905094.7,1177.53,24553124.47,2.85,829.64,65.84,0.56,1110.2,282.34
18905094.7,1177.53,24553124.47,2.85,829.64,65.84,0.69,1092.2,263.89
18905094.7,1177.53,24553124.47,2.85,829.64,65.84,0.58,1106.32,305.0
18905094.7,1177.53,24553124.47,2.85,829.64,65.84,1.02,1098.2,292.49
55377925.17,1076.82,24774208.51,2.96,840.56,33.07,0.82,1028.23,311.91
55377925.17,1076.82,24774208.51,2.96,840.56,33.07,1.03,1030.67,276.01
55377925.17,1076.82,24774208.51,2.96,840.56,33.07,0.63,1041.67,307.7
55377925.17,1076.82,24774208.51,2.96,840.56,33.07,0.85,1040.45,293.49
55377925.17,1076.82,24774208.51,2.96,840.56,33.07,0.66,1025.92,287.52
55377925.17,1076.82,24774208.51,2.96,840.56,33.07,0.55,1033.25,283.17
55377925.17,1076.82,24774208.51,2.96,840.56,33.07,0.71,1037.11,299.09
55377925.17,1076.82,24774208.51,2.96,840.56,33.07,0.95,1034.12,264.48
42892986.93,1215.54,24664076.59,2.77,833.33,39.64,0.7,1163.97,267.61
42892986.93,1215.54,24664076.59,2.77,833.33,39.64,0.95,1162.59,302.1
42892986.93,1215.54,24664076.59,2.77,833.33,39.64,0.62,1158.58,297.35
42892986.93,1215.54,24664076.59,2.77,833.33,39.64,0.56,1173.95,280.78
42892986.93,1215.54,24664076.59,2.77,833.33,39.64,0.84,1171.27,286.03
42892986.93,1215.54,24664076.59,2.77,833.33,39.64,0.88,1169.66,309.95
42892986.93,1215.54,24664076.59,2.77,833.33,39.64,0.76,1158.0,315.11
42892986.93,1215.54,24664076.59,2.77,833.33,39.64,1.04,1166.04,272.81
57970509.38,1034.98,24856694.4,2.89,827.5,44.59,0.61,973.54,264.67
57970509.38,1034.98,24856694.4,2.89,827.5,44.59,1.01,977.87,274.27
57970509.38,1034.98,24856694.4,2.89,827.5,44.59,0.78,986.13,280.03
57970509.38,1034.98,24856694.4,2.89,827.5,44.59,0.75,970.85,293.98
57970509.38,1034.98,24856694.4,2.89,827.5,44.59,0.53,989.84,299.3
57970509.38,1034.98,24856694.4,2.89,827.5,44.59,0.97,984.82,306.87
57970509.38,1034.98,24856694.4,2.89,827.5,44.59,0.65,982.44,311.79
57970509.38,1034.98,24856694.4,2.89,827.5,44.59,0.86,978.86,287.53
126499238.23,1048.55,24376893.5,2.8,851.72,25.44,0.64,1007.73,295.67
126499238.23,1048.55,24376893.5,2.8,851.72,25.44,0.78,1008.82,309.78
126499238.23,1048.55,24376893.5,2.8,851.72,25.44,0.54,1018.87,289.24
126499238.23,1048.55,24376893.5,2.8,851.72,25.44,0.94,1014.79,311.81
126499238.23,1048.55,24376893.5,2.8,851.72,25.44,1.03,1016.76,281.28
126499238.23,1048.55,24376893.5,2.8,851.72,25.44,0.67,1011.0,271.52
126499238.23,1048.55,24376893.5,2.8,851.72,25.44,0.91,1021.88,298.63
126499238.23,1048.55,24376893.5,2.8,851.72,25.44,0.74,1003.15,267.89
82436323.15,1244.85,24838153.37,2.88,827.86,80.27,0.55,1158.57,304.29
82436323.15,1244.85,24838153.37,2.88,827.86,80.27,0.69,1150.75,310.41
82436323.15,1244.85,24838153.37,2.88,827.86,80.27,0.89,1160.33,276.48
82436323.15,1244.85,24838153.37,2.88,827.86,80.27,0.57,1147.27,265.89
82436323.15,1244.85,24838153.37,2.88,827.86,80.27,1.01,1153.6,312.05
82436323.15,1244.85,24838153.37,2.88,827.86,80.27,0.79,1155.01,294.53
82436323.15,1244.85,24838153.37,2.88,827.86,80.27,0.94,1144.57,277.39
82436323.15,1244.85,24838153.37,2.88,827.86,80.27,0.71,1163.12,284.33
67690794.6,1098.81,24315878.42,2.9,828.61,77.53,0.88,1020.9,266.42
67690794.6,1098.81,24315878.42,2.9,828.61,77.53,0.95,1018.53,285.19
67690794.6,1098.81,24315878.42,2.9,828.61,77.53,0.71,1006.91,311.84
67690794.6,1098.81,24315878.42,2.9,828.61,77.53,0.58,1009.3,295.13
67690794.6,1098.81,24315878.42,2.9,828.61,77.53,1.02,1002.16,299.36
67690794.6,1098.81,24315878.42,2.9,828.61,77.53,0.74,1004.59,273.63
67690794.6,1098.81,24315878.42,2.9,828.61,77.53,0.51,1014.24,309.28
67690794.6,1098.81,24315878.42,2.9,828.61,77.53,0.8,1011.75,282.86
131899983.72,1201.05,24587512.21,2.77,812.87,25.9,0.91,1156.71,283.86
131899983.72,1201.05,24587512.21,2.77,812.87,25.9,1.01,1161.0,308.67
131899983.72,1201.05,24587512.21,2.77,812.87,25.9,0.73,1158.29,301.14
131899983.72,1201.05,24587512.21,2.77,812.87,25.9,0.84,1170.66,270.06
131899983.72,1201.05,24587512.21,2.77,812.87,25.9,0.88,1170.02,294.9
131899983.72,1201.05,24587512.21,2.77,812.87,25.9,0.62,1173.01,278.32
131899983.72,1201.05,24587512.21,2.77,812.87,25.9,0.66,1166.33,266.27
131899983.72,1201.05,24587512.21,2.77,812.87,25.9,0.53,1163.38,316.95
126218038.01,1203.47,24004567.47,2.76,805.82,74.9,0.91,1115.11,266.2
126218038.01,1203.47,24004567.47,2.76,805.82,74.9,0.88,1120.19,286.67
126218038.01,1203.47,24004567.47,2.76,805.82,74.9,0.68,1109.34,283.09
126218038.01,1203.47,24004567.47,2.76,805.82,74.9,0.83,1122.71,302.64
126218038.01,1203.47,24004567.47,2.76,805.82,74.9,0.61,1127.87,306.62
126218038.01,1203.47,24004567.47,2.76,805.82,74.9,1.01,1117.65,296.86
126218038.01,1203.47,24004567.47,2.76,805.82,74.9,0.52,1124.23,275.79
126218038.01,1203.47,24004567.47,2.76,805.82,74.9,0.77,1113.53,312.07
130046467.44,1206.38,24302030.15,2.92,843.14,75.46,0.8,1129.36,290.24
130046467.44,1206.38,24302030.15,2.92,843.14,75.46,0.96,1123.59,265.26
130046467.44,1206.38,24302030.15,2.92,843.14,75.46,0.87,1113.04,300.22
130046467.44,1206.38,24302030.15,2.92,843.14,75.46,1.03,1119.27,306.74
130046467.44,1206.38,24302030.15,2.92,843.14,75.46,0.59,1128.31,295.06
130046467.44,1206.38,24302030.15,2.92,843.14,75.46,0.67,1123.14,272.91
130046467.44,1206.38,24302030.15,2.92,843.14,75.46,0.53,1114.47,283.37
130046467.44,1206.38,24302030.15,2.92,843.14,75.46,0.75,1117.16,316.74
44161145.04,1258.07,24603165.09,2.82,840.13,89.73,0.89,1156.93,303.06
44161145.04,1258.07,24603165.09,2.82,840.13,89.73,0.99,1153.3,283.93
44161145.04,1258.07,24603165.09,2.82,840.13,89.73,0.59,1167.78,295.15
44161145.04,1258.07,24603165.09,2.82,840.13,89.73,0.55,1150.79,309.88
44161145.04,1258.07,24603165.09,2.82,840.13,89.73,0.96,1164.63,316.01
44161145.04,1258.07,24603165.09,2.82,840.13,89.73,0.84,1160.02,264.67
44161145.04,1258.07,24603165.09,2.82,840.13,89.73,0.65,1162.81,280.19
44161145.04,1258.07,24603165.09,2.82,840.13,89.73,0.73,1153.5,273.56
43983342.73,1125.63,24333610.6,2.83,813.28,46.07,0.83,1077.84,288.32
43983342.73,1125.63,24333610.6,2.83,813.28,46.07,0.52,1075.28,302.79
43983342.73,1125.63,24333610.6,2.83,813.28,46.07,0.75,1060.08,280.86
43983342.73,1125.63,24333610.6,2.83,813.28,46.07,1.0,1067.44,296.0
43983342.73,1125.63,24333610.6,2.83,813.28,46.07,0.96,1064.54,314.46
43983342.73,1125.63,24333610.6,2.83,813.28,46.07,0.88,1073.96,272.89
43983342.73,1125.63,24333610.6,2.83,813.28,46.07,0.62,1070.21,268.0
43983342.73,1125.63,24333610.6,2.83,813.28,46.07,0.65,1067.03,309.57
90981607.14,1050.99,24310880.77,2.91,835.87,96.79,0.57,940.1,274.81
90981607.14,1050.99,24310880.77,2.91,835.87,96.79,0.91,943.46,287.56
90981607.14,1050.99,24310880.77,2.91,835.87,96.79,0.93,937.91,307.67
90981607.14,1050.99,24310880.77,2.91,835.87,96.79,0.78,947.56,297.01
90981607.14,1050.99,24310880.77,2.91,835.87,96.79,0.72,950.23,278.44
90981607.14,1050.99,24310880.77,2.91,835.87,96.79,1.03,946.51,313.05
90981607.14,1050.99,24310880.77,2.91,835.87,96.79,0.59,934.64,298.81
90981607.14,1050.99,24310880.77,2.91,835.87,96.79,0.65,952.73,265.3
82200298.11,1025.61,24204999.84,2.99,819.75,69.22,0.74,937.45,278.42
82200298.11,1025.61,24204999.84,2.99,819.75,69.22,0.99,952.16,287.78
82200298.11,1025.61,24204999.84,2.99,819.75,69.22,0.54,941.18,267.42
82200298.11,1025.61,24204999.84,2.99,819.75,69.22,0.68,941.82,314.86
82200298.11,1025.61,24204999.84,2.99,819.75,69.22,0.87,947.72,300.44
82200298.11,1025.61,24204999.84,2.99,819.75,69.22,0.98,945.32,274.11
82200298.11,1025.61,24204999.84,2.99,819.75,69.22,0.84,954.29,307.42
82200298.11,1025.61,24204999.84,2.99,819.75,69.22,0.57,950.75,297.01
125971993.32,1226.7,24646562.35,2.85,835.03,74.77,0.77,1140.97,291.71
125971993.32,1226.7,24646562.35,2.85,835.03,74.77,0.81,1148.19,317.17
125971993.32,1226.7,24646562.35,2.85,835.03,74.77,0.97,1134.45,306.94
125971993.32,1226.7,24646562.35,2.85,835.03,74.77,0.61,1138.81,281.05
125971993.32,1226.7,24646562.35,2.85,835.03,74.77,0.51,1132.96,263.65
125971993.32,1226.7,24646562.35,2.85,835.03,74.77,0.99,1142.5,287.48
125971993.32,1226.7,24646562.35,2.85,835.03,74.77,0.87,1150.65,272.35
125971993.32,1226.7,24646562.35,2.85,835.03,74.77,0.67,1146.48,297.73
96012766.54,1249.78,24740594.05,2.8,821.21,90.45,0.95,1154.14,276.69
96012766.54,1249.78,24740594.05,2.8,821.21,90.45,0.9,1151.13,299.78
96012766.54,1249.78,24740594.05,2.8,821.21,90.45,0.55,1148.72,277.4
96012766.54,1249.78,24740594.05,2.8,821.21,90.45,0.57,1142.83,292.52
96012766.54,1249.78,24740594.05,2.8,821.21,90.45,0.69,1140.58,266.34
96012766.54,1249.78,24740594.05,2.8,821.21,90.45,0.82,1155.55,316.1
96012766.54,1249.78,24740594.05,2.8,821.21,90.45,0.74,1144.43,289.66
96012766.54,1249.78,24740594.05,2.8,821.21,90.45,1.0,1158.19,310.21
106273514.47,1207.92,24108192.68,2.75,803.29,22.16,0.62,1174.42,317.7
106273514.47,1207.92,24108192.68,2.75,803.29,22.16,0.71,1175.91,285.34
106273514.47,1207.92,24108192.68,2.75,803.29,22.16,0.72,1178.5,266.13
106273514.47,1207.92,24108192.68,2.75,803.29,22.16,0.82,1182.21,291.08
106273514.47,1207.92,24108192.68,2.75,803.29,22.16,0.95,1168.24,280.16
106273514.47,1207.92,24108192.68,2.75,803.29,22.16,0.99,1185.24,276.06
106273514.47,1207.92,24108192.68,2.75,803.29,22.16,0.86,1172.94,304.96
106273514.47,1207.92,24108192.68,2.75,803.29,22.16,0.55,1170.39,303.78
39779344.1,1266.79,24256434.28,2.86,814.43,44.38,1.01,1218.18,298.0
39779344.1,1266.79,24256434.28,2.86,814.43,44.38,0.55,1208.97,288.28
39779344.1,1266.79,24256434.28,2.86,814.43,44.38,0.84,1221.13,274.25
39779344.1,1266.79,24256434.28,2.86,814.43,44.38,0.58,1216.17,307.69
39779344.1,1266.79,24256434.28,2.86,814.43,44.38,0.66,1210.13,311.28
39779344.1,1266.79,24256434.28,2.86,814.43,44.38,0.73,1202.52,267.7
39779344.1,1266.79,24256434.28,2.86,814.43,44.38,0.9,1214.28,277.69
39779344.1,1266.79,24256434.28,2.86,814.43,44.38,0.92,1206.3,293.89
134470509.15,1147.71,24743075.24,2.89,798.47,40.05,1.0,1097.99,288.08
134470509.15,1147.71,24743075.24,2.89,798.47,40.05,0.91,1088.43,280.23
134470509.15,1147.71,24743075.24,2.89,798.47,40.05,0.61,1102.95,291.42
134470509.15,1147.71,24743075.24,2.89,798.47,40.05,0.87,1096.01,264.56
134470509.15,1147.71,24743075.24,2.89,798.47,40.05,0.51,1105.86,312.54
134470509.15,1147.71,24743075.24,2.89,798.47,40.05,0.66,1093.9,272.07
134470509.15,1147.71,24743075.24,2.89,798.47,40.05,0.73,1092.65,310.32
134470509.15,1147.71,24743075.24,2.89,798.47,40.05,0.81,1100.78,300.12
130533814.53,1149.9,24422177.05,2.97,837.42,68.16,1.01,1077.7,275.14
130533814.53,1149.9,24422177.05,2.97,837.42,68.16,0.69,1080.77,263.61
130533814.53,1149.9,24422177.05,2.97,837.42,68.16,0.88,1075.92,302.33
130533814.53,1149.9,24422177.05,2.97,837.42,68.16,0.59,1066.46,280.53
130533814.53,1149.9,24422177.05,2.97,837.42,68.16,0.5,1067.53,307.33
130533814.53,1149.9,24422177.05,2.97,837.42,68.16,0.98,1071.82,288.36
130533814.53,1149.9,24422177.05,2.97,837.42,68.16,0.8,1071.01,294.34
130533814.53,1149.9,24422177.05,2.97,837.42,68.16,0.76,1064.23,314.86
144613993.99,1183.54,24693437.62,2.86,808.59,49.31,0.67,1126.73,265.27
144613993.99,1183.54,24693437.62,2.86,808.59,49.31,0.99,1133.72,302.26
144613993.99,1183.54,24693437.62,2.86,808.59,49.31,0.59,1117.19,313.43
144613993.99,1183.54,24693437.62,2.86,808.59,49.31,0.88,1130.07,309.32
144613993.99,1183.54,24693437.62,2.86,808.59,49.31,0.56,1122.76,286.38
144613993.99,1183.54,24693437.62,2.86,808.59,49.31,0.72,1121.55,272.8
144613993.99,1183.54,24693437.62,2.86,808.59,49.31,0.93,1114.52,292.9
144613993.99,1183.54,24693437.62,2.86,808.59,49.31,0.78,1126.76,279.08
138948249.91,1211.13,24531364.35,2.87,810.39,40.73,0.86,1153.47,292.17
138948249.91,1211.13,24531364.35,2.87,810.39,40.73,0.5,1165.09,272.7
138948249.91,1211.13,24531364.35,2.87,810.39,40.73,0.76,1167.5,304.97
138948249.91,1211.13,24531364.35,2.87,810.39,40.73,0.79,1161.35,287.03
138948249.91,1211.13,24531364.35,2.87,810.39,40.73,0.63,1168.18,281.51
138948249.91,1211.13,24531364.35,2.87,810.39,40.73,1.04,1158.57,267.71
138948249.91,1211.13,24531364.35,2.87,810.39,40.73,0.67,1155.83,300.69
138948249.91,1211.13,24531364.35,2.87,810.39,40.73,0.94,1152.46,312.61
110954015.21,1145.89,24661602.61,2.95,841.76,38.9,0.99,1106.36,308.77
110954015.21,1145.89,24661602.61,2.95,841.76,38.9,0.95,1091.33,268.78
110954015.21,1145.89,24661602.61,2.95,841.76,38.9,0.81,1093.79,277.25
110954015.21,1145.89,24661602.61,2.95,841.76,38.9,0.68,1095.92,312.84
110954015.21,1145.89,24661602.61,2.95,841.76,38.9,0.51,1100.95,286.53
110954015.21,1145.89,24661602.61,2.95,841.76,38.9,0.9,1098.0,294.27
110954015.21,1145.89,24661602.61,2.95,841.76,38.9,0.73,1103.36,271.65
110954015.21,1145.89,24661602.61,2.95,841.76,38.9,0.59,1087.97,303.4
55888424.04,1215.02,24629798.69,2.88,830.18,97.13,0.87,1104.55,275.68
55888424.04,1215.02,24629798.69,2.88,830.18,97.13,0.52,1100.68,300.24
55888424.04,1215.02,24629798.69,2.88,830.18,97.13,0.72,1110.19,269.98
55888424.04,1215.02,24629798.69,2.88,830.18,97.13,0.68,1114.45,316.75
55888424.04,1215.02,24629798.69,2.88,830.18,97.13,0.84,1115.52,286.55
55888424.04,1215.02,24629798.69,2.88,830.18,97.13,1.04,1112.32,308.54
55888424.04,1215.02,24629798.69,2.88,830.18,97.13,0.58,1105.64,280.98
55888424.04,1215.02,24629798.69,2.88,830.18,97.13,0.93,1100.05,293.38
126363530.77,1084.1,24747139.76,2.99,826.28,41.6,0.55,1022.83,288.41
126363530.77,1084.1,24747139.76,2.99,826.28,41.6,0.88,1040.87,275.04
126363530.77,1084.1,24747139.76,2.99,826.28,41.6,0.97,1036.44,297.68
126363530.77,1084.1,24747139.76,2.99,826.28,41.6,1.03,1026.21,290.69
126363530.77,1084.1,24747139.76,2.99,826.28,41.6,0.77,1033.78,268.74
126363530.77,1084.1,24747139.76,2.99,826.28,41.6,0.6,1038.21,282.48
126363530.77,1084.1,24747139.76,2.99,826.28,41.6,0.83,1028.59,307.03
126363530.77,1084.1,24747139.76,2.99,826.28,41.6,0.67,1032.26,311.64
52964626.32,1123.67,24221178.65,2.96,849.12,26.61,0.77,1089.15,307.25
52964626.32,1123.67,24221178.65,2.96,849.12,26.61,0.9,1091.08,317.56
52964626.32,1123.67,24221178.65,2.96,849.12,26.61,0.56,1084.65,267.85
52964626.32,1123.67,24221178.65,2.96,849.12,26.61,0.81,1084.32,286.7
52964626.32,1123.67,24221178.65,2.96,849.12,26.61,1.0,1095.48,277.24
52964626.32,1123.67,24221178.65,2.96,849.12,26.61,0.96,1077.06,299.76
52964626.32,1123.67,24221178.65,2.96,849.12,26.61,0.57,1094.29,275.64
52964626.32,1123.67,24221178.65,2.96,849.12,26.61,0.64,1081.71,291.28
136951764.71,1057.67,24478389.18,2.99,838.12,85.56,0.61,957.51,287.19
136951764.71,1057.67,24478389.18,2.99,838.12,85.56,1.03,959.91,277.03
136951764.71,1057.67,24478389.18,2.99,838.12,85.56,0.82,970.52,263.27
136951764.71,1057.67,24478389.18,2.99,838.12,85.56,0.52,966.23,297.82
136951764.71,1057.67,24478389.18,2.99,838.12,85.56,0.68,967.95,312.56
136951764.71,1057.67,24478389.18,2.99,838.12,85.56,0.85,952.84,272.26
136951764.71,1057.67,24478389.18,2.99,838.12,85.56,0.73,957.03,304.8
136951764.71,1057.67,24478389.18,2.99,838.12,85.56,0.97,962.17,295.41
135531747.01,1075.45,24060846.29,2.75,822.39,39.06,0.6,1016.51,299.41
135531747.01,1075.45,24060846.29,2.75,822.39,39.06,1.04,1027.69,274.55
135531747.01,1075.45,24060846.29,2.75,822.39,39.06,0.91,1036.11,280.33
135531747.01,1075.45,24060846.29,2.75,822.39,39.06,0.81,1033.47,316.53
135531747.01,1075.45,24060846.29,2.75,822.39,39.06,0.53,1022.68,286.52
135531747.01,1075.45,24060846.29,2.75,822.39,39.06,0.75,1025.89,296.01
135531747.01,1075.45,24060846.29,2.75,822.39,39.06,0.97,1020.53,305.18
135531747.01,1075.45,24060846.29,2.75,822.39,39.06,0.66,1030.16,267.76
80182116.44,1160.24,24530523.42,2.81,799.04,63.61,0.59,1078.08,307.37
80182116.44,1160.24,24530523.42,2.81,799.04,63.61,0.9,1080.08,288.75
80182116.44,1160.24,24530523.42,2.81,799.04,63.61,0.55,1090.2,317.88
80182116.44,1160.24,24530523.42,2.81,799.04,63.61,0.92,1096.07,298.52
80182116.44,1160.24,24530523.42,2.81,799.04,63.61,0.83,1087.31,294.97
80182116.44,1160.24,24530523.42,2.81,799.04,63.61,0.65,1083.1,281.83
80182116.44,1160.24,24530523.42,2.81,799.04,63.61,0.74,1092.98,263.45
80182116.44,1160.24,24530523.42,2.81,799.04,63.61,1.02,1086.61,272.02
28419055.24,1047.74,24185378.71,2.91,804.58,42.39,0.51,997.19,273.77
28419055.24,1047.74,24185378.71,2.91,804.58,42.39,0.83,995.17,307.45
28419055.24,1047.74,24185378.71,2.91,804.58,42.39,0.91,985.57,296.4
28419055.24,1047.74,24185378.71,2.91,804.58,42.39,1.0,999.35,264.45
28419055.24,1047.74,24185378.71,2.91,804.58,42.39,0.77,1000.94,288.78
28419055.24,1047.74,24185378.71,2.91,804.58,42.39,0.65,989.19,315.55
28419055.24,1047.74,24185378.71,2.91,804.58,42.39,0.98,1005.31,281.31
28419055.24,1047.74,24185378.71,2.91,804.58,42.39,0.6,991.28,304.29
105602945.21,1144.66,24949769.97,2.78,809.84,86.33,0.85,1039.12,272.07
105602945.21,1144.66,24949769.97,2.78,809.84,86.33,0.84,1049.57,309.62
105602945.21,1144.66,24949769.97,2.78,809.84,86.33,0.94,1052.54,277.25
105602945.21,1144.66,24949769.97,2.78,809.84,86.33,0.74,1054.95,290.16
105602945.21,1144.66,24949769.97,2.78,809.84,86.33,0.66,1041.56,291.4
105602945.21,1144.66,24949769.97,2.78,809.84,86.33,0.59,1046.65,268.77
105602945.21,1144.66,24949769.97,2.78,809.84,86.33,0.55,1044.84,317.39
105602945.21,1144.66,24949769.97,2.78,809.84,86.33,1.05,1057.75,301.82
83755407.64,1118.45,24504588.79,2.85,834.14,31.78,0.74,1076.39,299.25
83755407.64,1118.45,24504588.79,2.85,834.14,31.78,0.6,1077.66,312.42
83755407.64,1118.45,24504588.79,2.85,834.14,31.78,1.04,1082.29,288.13
83755407.64,1118.45,24504588.79,2.85,834.14,31.78,0.78,1084.41,293.29
83755407.64,1118.45,24504588.79,2.85,834.14,31.78,0.85,1080.09,266.04
83755407.64,1118.45,24504588.79,2.85,834.14,31.78,0.66,1071.91,283.57
83755407.64,1118.45,24504588.79,2.85,834.14,31.78,0.96,1067.25,305.42
83755407.64,1118.45,24504588.79,2.85,834.14,31.78,0.51,1071.38,272.53
21886849.17,1212.72,24595339.98,2.84,828.29,36.92,0.72,1175.08,264.21
21886849.17,1212.72,24595339.98,2.84,828.29,36.92,0.82,1157.06,312.85
